WAFER_ID,TESTER_RECIPE,TOUCHDOWN,STX_WAFER_X_UM,STX_WAFER_Y_UM,TEST_START_TIME,TE_LABEL,ITH_MA,RS_FIT_OHMS,SLOPE_EFF_MW_MA,PEAK_WAVE_AT35_NM,KINK1_CURRENT_MA
QCHZU,LIVTK-DNS,39556,2824,-42332,2025/03/13 14:40:03.000,86K2U,9.023534,8.999904,0.001434,0,14
QCHVR,LIVTK-DNS,224947,-8213,16951,2024/12/31 13:04:36.000,161K5Q,6.528234,7.186378,0.000906,828.760742,12
QCHYP,LIVTK-DNS,18889,-35419,-52016,2025/03/02 18:34:28.000,63D4V,8.872256,3.007335,-0.000969,824.221313,14
QCHZU,LIVTK-DNS,99610,-44146,-21332,2025/03/13 14:40:03.000,100B70,5.393072,22.735913,0.000343,0,16
QCHVR,LIVTK-DNS,55012,42864,-35132,2024/12/31 13:04:36.000,89A6U,5.696609,7.680518,0.000818,827.732605,14
QCHVI,LIVTK-DNS,88656,29004,-24632,2024/12/20 23:44:03.000,107E56,6.558687,7.221244,0.000524,828.652588,12
QCHX2,LIVTK-DNS,299238,-41323,42601,2025/01/22 09:23:11.000,196L4Z,7.829706,5.50736,0.000655,0,13
QCHX2,LIVTK-DNS,145584,64424,-7532,2025/01/22 09:23:11.000,129A76,7.38843,9.290591,-0.000164,0,15
QCHX2,LIVTK-DNS,22661,34137,-50849,2025/01/22 09:23:11.000,70L5K,9.384696,7.37189,0.000104,0,14
QCHVR,LIVTK-DNS,200524,-27719,9934,2024/12/31 13:04:36.000,159H1S,5.145421,8.483704,0.000755,828.219849,12
QCHYP,LIVTK-DNS,7976,-37473,-56999,2025/03/02 18:34:28.000,63G25,4.978628,11.035382,0.001281,0,10
QCHVR,LIVTK-DNS,189528,42864,5968,2024/12/31 13:04:36.000,146A76,7.455945,7.208168,0.00086,828.16571,13
QCHVR,LIVTK-DNS,245679,28491,23284,2024/12/31 13:04:36.000,183E1P,5.727091,7.811337,0.000951,828.436218,11
QCHVR,LIVTK-DNS,240900,-19506,22168,2024/12/31 13:04:36.000,179L16,9.326077,6.516365,-0.000016,828.976929,14
QCHYP,LIVTK-DNS,17390,40811,-53066,2025/03/02 18:34:28.000,70C4A,8.683692,6.414913,-0.000756,0,17
QCHVR,LIVTK-DNS,40872,-4876,-41732,2024/12/31 13:04:36.000,85G36,7.415485,7.144987,0.000611,828.436218,14
QCHVR,LIVTK-DNS,328791,-39269,56284,2024/12/31 13:04:36.000,215I51,6.801354,6.244296,0.001371,0,17
QCHYP,LIVTK-DNS,8296,-28489,-56366,2025/03/02 18:34:28.000,64I2G,6.182772,11.794415,-0.000029,0,12
QCHZU,LIVTK-DNS,83418,-48253,-26099,2025/03/13 14:40:03.000,100G4B,8.463087,11.775496,0.000271,0,14
QCHYF,LIVTK-DNS,67246,-55696,-30932,2025/02/13 22:08:18.000,99C1O,7.57184,5.889281,0.000538,0,17
QCI1A,LIVTK-DNS,162340,24384,-1832,2025/03/23 15:11:47.000,145K2U,9.759073,3.773597,-0.00014,0,15
QCHZU,LIVTK-DNS,67166,-60829,-30866,2025/03/13 14:40:03.000,99I1M,9.485639,4.061543,0.000417,0,14
QCHYP,LIVTK-DNS,13660,-28746,-54332,2025/03/02 18:34:28.000,64J3O,5.005206,24.069525,0.000761,0,12
QCHX2,LIVTK-DNS,12270,31827,-54899,2025/01/22 09:23:11.000,69A3B,4.314024,8.790044,0.000051,0,12
QCHX2,LIVTK-DNS,268577,-49793,30151,2025/01/22 09:23:11.000,176I5K,6.962597,6.823563,0.001013,0,16
QCHVI,LIVTK-DNS,314065,38244,49318,2024/12/20 23:44:03.000,222G19,6.918684,6.483582,0.000687,0,15
QCHVR,LIVTK-DNS,48203,-37729,-38816,2024/12/31 13:04:36.000,82G4P,3.111861,10.286825,0.000784,828.003296,8
QCHVR,LIVTK-DNS,49355,25154,-38282,2024/12/31 13:04:36.000,88J53,9.157039,6.1512,0.000989,827.949219,16
QCHVR,LIVTK-DNS,41824,29774,-41132,2024/12/31 13:04:36.000,88D3I,5.166349,8.408796,0.000829,827.678406,10
QCHVR,LIVTK-DNS,266268,60574,29368,2024/12/31 13:04:36.000,186F56,5.896765,7.223299,0.001422,0,16
QCHYP,LIVTK-DNS,10651,-36703,-55949,2025/03/02 18:34:28.000,63F2Q,40.295851,4.595929,0.150037,0,45
QCHVR,LIVTK-DNS,230688,27721,18934,2024/12/31 13:04:36.000,164F6S,52.628577,5.408988,0.000953,828.544434,60
QCHYP,LIVTK-DNS,33585,40811,-45116,2025/03/02 18:34:28.000,89C17,49.283104,5.221561,0.003979,0,55
QCHZA,LIVTK-DNS,188028,-53386,5968,2025/03/02 03:00:55.000,138N76,40.880311,4.480191,0.000086,0,47
QCI1A,LIVTK-DNS,7930,-34649,-57266,2025/03/23 15:11:47.000,63C1Y,48.307195,4.566229,0.294297,0,63
QCHYP,LIVTK-DNS,21273,-31569,-51416,2025/03/02 18:34:28.000,64M57,43.497761,4.791757,0.005437,0,48
QCHYP,LIVTK-DNS,323340,-39269,53434,2025/03/02 18:34:28.000,215I3G,50.80083,7.341319,0.39851,827.954163,56
QCI1A,LIVTK-DNS,207628,-40296,11668,2025/03/23 15:11:47.000,158K2U,42.971669,4.620538,0.000231,0,48
QCHVI,LIVTK-DNS,276425,-63653,32551,2024/12/20 23:44:03.000,175M6W,15.088059,4.521151,0.312599,827.678406,60
QCHVI,LIVTK-DNS,32589,-18736,-45782,2024/12/20 23:44:03.000,84K0X,15.843232,4.830053,0.275711,828.328064,60
QCHXG,LIVTK-DNS,336754,-40809,59134,2025/03/01 12:25:06.000,215K6M,15.167497,5.12426,0.312452,827.732605,63
QCHVI,LIVTK-DNS,156128,-35163,-3599,2024/12/20 23:44:03.000,139D1T,16.004057,4.77496,0.275949,828.598511,60
QCHVR,LIVTK-DNS,233653,33111,19084,2024/12/31 13:04:36.000,165M6V,16.195278,5.009703,0.265275,828.111572,60
QCHX2,LIVTK-DNS,339995,-33623,-6599,2025/01/22 09:23:11.000,139B05,16.362572,5.386841,0.180233,825.01825,63
QCHX2,LIVTK-DNS,17517,36961,-52616,2025/01/22 09:23:11.000,70H4J,16.149387,4.715576,0.29068,827.407593,63
QCHZU,LIVTK-DNS,339896,9241,6751,2025/03/13 14:40:03.000,162B01,16.083896,5.516688,0.191178,826.431274,63
QCHVI,LIVTK-DNS,251752,-30286,25168,2024/12/20 23:44:03.000,178L2U,10.736494,5.618203,0.001238,828.16571,18
QCHVR,LIVTK-DNS,301909,-42349,43684,2024/12/31 13:04:36.000,196M5J,10.943916,5.352353,0.168626,831.188232,60
QCHX2,LIVTK-DNS,65121,62371,-31616,2025/01/22 09:23:11.000,110C17,10.557799,8.59374,0.00058,0,18
QCHZA,LIVTK-DNS,265122,-12833,29101,2025/03/02 03:00:55.000,179C4Z,10.999457,5.49731,0.185721,826.496277,63
QCHXG,LIVTK-DNS,144914,21561,-7766,2025/03/01 12:25:06.000,126N6Y,10.913334,6.639646,0.265104,832.048889,63
QCI1A,LIVTK-DNS,340101,63141,-6566,2025/03/23 15:11:47.000,148B04,18.271352,4.851371,0.203536,824.492615,63
QCHX2,LIVTK-DNS,73181,62627,-29249,2025/01/22 09:23:11.000,110C2K,3.32374,13.217369,0.000607,0,13
QCHX2,LIVTK-DNS,6822,36447,-57299,2025/01/22 09:23:11.000,70I1Z,8.335491,8.681181,0.001158,0,20
QCHVR,LIVTK-DNS,40871,-4876,-41882,2024/12/31 13:04:36.000,85G33,9.514409,5.748221,0.000518,828.436218,18
QCHVR,LIVTK-DNS,276204,-51589,32434,2024/12/31 13:04:36.000,176K6S,9.653302,5.781284,0.000784,827.895081,18
QCHVR,LIVTK-DNS,212344,-44659,13534,2024/12/31 13:04:36.000,157B3S,8.413032,6.528316,0.000424,828.490356,16
QCHVR,LIVTK-DNS,299876,-513,42901,2024/12/31 13:04:36.000,199A55,8.8991,6.13989,-0.000293,828.598511,16
QCHVI,LIVTK-DNS,334530,-15913,58501,2024/12/20 23:44:03.000,217G6B,3.976904,9.2241,0.001424,0,15
QCHZU,LIVTK-DNS,334326,-29003,58501,2025/03/13 14:40:03.000,216J6B,4.54366,7.212035,0.000888,0,13
QCHVR,LIVTK-DNS,43952,22587,-40499,2024/12/31 13:04:36.000,88M3T,7.958124,6.65091,-0.000024,828.057434,15
QCHVR,LIVTK-DNS,331465,-40039,57184,2024/12/31 13:04:36.000,215J5J,9.816539,4.03671,0.001171,0,22
QCHVR,LIVTK-DNS,210463,36447,12751,2024/12/31 13:04:36.000,165I3E,9.350162,6.146607,0.001675,827.570129,17
QCHX2,LIVTK-DNS,280152,-46199,33634,2025/01/22 09:23:11.000,176D7G,3.892288,9.83719,0.000222,0,15
QCHX2,LIVTK-DNS,17240,31057,-52799,2025/01/22 09:23:11.000,69B4H,6.808575,8.647981,0.000131,0,14
QCHVR,LIVTK-DNS,202119,54414,10318,2024/12/31 13:04:36.000,167N23,4.671137,8.250991,0.001044,827.895081,10
QCHVR,LIVTK-DNS,206400,38501,11734,2024/12/31 13:04:36.000,165F2S,5.327415,8.556034,0.000831,828.436218,15
QCHX2,LIVTK-DNS,339303,-31826,60418,2025/01/22 09:23:11.000,216N7F,9.513096,4.342599,0.000584,0,16
QCHVR,LIVTK-DNS,261356,4107,28201,2024/12/31 13:04:36.000,181I4H,8.338858,6.643172,0.00089,828.652588,15
QCHVI,LIVTK-DNS,53684,-42093,-35699,2024/12/20 23:44:03.000,82M6H,5.665465,7.953119,-0.000213,828.16571,13
QCHX2,LIVTK-DNS,12059,40554,-55382,2025/01/22 09:23:11.000,70D33,7.308441,9.330165,0.000178,0,17
QCHYP,LIVTK-DNS,25493,42607,-49049,2025/03/02 18:34:28.000,70A6K,3.934843,12.345209,0.000817,0,10
QCHX2,LIVTK-DNS,155376,-46199,-4166,2025/01/22 09:23:11.000,138D1G,8.010223,6.478825,0.000882,829.085022,13
QCHYP,LIVTK-DNS,69139,63397,-30149,2025/03/02 18:34:28.000,110B22,45.656335,4.723378,0.000851,0,51
QCHYP,LIVTK-DNS,100,-36959,-59966,2025/03/02 18:34:28.000,63F0G,40.366537,2.731888,0.00448,0,48
QCI3M,LIVTK-DNS,76979,51334,-28382,2025/04/12 17:48:31.000,109D33,46.341681,2.342746,0.185093,0,63
QCHYP,LIVTK-DNS,25428,39014,-49232,2025/03/02 18:34:28.000,70F6I,41.880561,5.809129,0.262897,0,63
QCHYP,LIVTK-DNS,7917,-33879,-57416,2025/03/02 18:34:28.000,63B1V,41.50057,20.182238,0.667926,827.792297,49
QCHZA,LIVTK-DNS,8760,1284,-56432,2025/03/02 03:00:55.000,67M2I,51.955803,5.447867,-0.000614,0,57
QCHX2,LIVTK-DNS,335448,42864,58768,2025/01/22 09:23:11.000,222A6I,15.131006,4.884053,0.308356,826.377075,63
QCHXG,LIVTK-DNS,5382,-42863,-57899,2025/03/01 12:25:06.000,63N1N,15.603932,4.998882,0.311242,828.057434,63
QCHYP,LIVTK-DNS,12037,39271,-55616,2025/03/02 18:34:28.000,70E2V,16.703913,5.209587,0.020077,0,63
QCI1U,LIVTK-DNS,5396,-42093,-57599,2025/03/24 17:41:58.000,63M1T,16.052453,4.626126,0.308369,827.630493,63
QCI1U,LIVTK-DNS,61078,63141,-32666,2025/03/24 17:41:58.000,110B0M,16.050535,4.575093,0.316981,827.630493,63
QCHZA,LIVTK-DNS,98930,-41836,-21932,2025/03/02 03:00:55.000,101M6O,10.532748,5.301722,0.198991,826.063599,63
QCI1A,LIVTK-DNS,265916,37987,29401,2025/03/23 15:11:47.000,184G55,10.647967,5.493887,0.247339,831.556152,63
QCI3L,LIVTK-DNS,265122,-12833,29101,2025/04/14 11:22:06.000,179C4Z,10.889235,5.739181,0.179387,827.840881,63
QCHVR,LIVTK-DNS,265122,-12833,29101,2024/12/31 13:04:36.000,179C4Z,10.887728,5.535349,0.170093,827.732605,60
QCHZA,LIVTK-DNS,222017,62627,15451,2025/03/02 03:00:55.000,167C4W,10.760971,5.421557,0.249238,830.85907,63
QCHYP,LIVTK-DNS,6692,41067,-57599,2025/03/02 18:34:28.000,70C1T,18.655633,4.359972,0.274234,827.306702,63
QCHZA,LIVTK-DNS,213147,8984,13018,2025/03/02 03:00:55.000,162C3L,18.084356,4.424013,0.25343,828.493225,63
QCHZA,LIVTK-DNS,214065,59291,13684,2025/03/02 03:00:55.000,167G3V,18.238943,4.272601,0.255844,827.19873,63
QCI3M,LIVTK-DNS,10749,-43119,-56216,2025/04/12 17:48:31.000,63N2J,18.585121,4.382332,0.275827,827.144714,33
QCHX2,LIVTK-DNS,320368,-21046,52168,2025/01/22 09:23:11.000,217N2U,4.390747,14.767182,0.000544,0,10
QCI3M,LIVTK-DNS,129460,64424,-11732,2025/04/12 17:48:31.000,129A4U,7.572373,9.137657,0.000034,0,14
QCHVR,LIVTK-DNS,203132,-10523,10501,2024/12/31 13:04:36.000,161N25,8.861552,6.338016,0.000271,828.976929,15
QCHZU,LIVTK-DNS,333805,-24126,57718,2025/03/13 14:40:03.000,216D5X,9.920466,8.39289,0.001757,0,20
QCHVR,LIVTK-DNS,46304,1797,-39299,2024/12/31 13:04:36.000,86L4H,6.170232,7.756962,0.000142,828.544434,12
QCHVR,LIVTK-DNS,209911,57237,12151,2024/12/31 13:04:36.000,167J32,9.743046,5.642941,0.00128,827.570129,60
QCHVR,LIVTK-DNS,46340,4107,-39299,2024/12/31 13:04:36.000,86I4H,3.331285,10.339643,0.000631,827.732605,10
QCHX2,LIVTK-DNS,2608,-37986,-59432,2025/01/22 09:23:11.000,63H0U,9.610557,5.772953,-0.00008,828.328064,15
QCHX2,LIVTK-DNS,337126,-21816,59668,2025/01/22 09:23:11.000,216A70,5.469256,8.50221,0.001131,0,13
QCHYP,LIVTK-DNS,15900,-31569,-53366,2025/03/02 18:34:28.000,64M44,7.695759,-7.756429,0.000793,0,15
QCHYP,LIVTK-DNS,12185,37217,-55049,2025/03/02 18:34:28.000,70H38,9.299963,6.566453,-0.000713,0,14
QCHYP,LIVTK-DNS,24037,-36446,-50282,2025/03/02 18:34:28.000,63F5X,7.510867,13.089472,0.000048,0,15
QCHVR,LIVTK-DNS,11916,31314,-55232,2024/12/31 13:04:36.000,69B36,3.16468,10.527596,0.000533,827.299194,12
QCHX2,LIVTK-DNS,325886,-33366,54268,2025/01/22 09:23:11.000,215B40,6.569837,9.466943,0.000451,0,17
QCHVR,LIVTK-DNS,12282,31057,-54899,2024/12/31 13:04:36.000,69B3B,7.127466,10.935157,0.000544,0,15
QCHY0,LIVTK-DNS,215965,-62626,13618,2025/02/26 14:57:37.000,156L3X,4.742146,12.200618,0.001057,0,18
QCHYP,LIVTK-DNS,10514,-27976,-56132,2025/03/02 18:34:28.000,64I2O,7.581571,4.049094,0.000246,0,14
QCHVR,LIVTK-DNS,50492,-12063,-37499,2024/12/31 13:04:36.000,84B5H,7.978585,6.604554,0.000906,828.328064,16
QCHYP,LIVTK-DNS,14730,42607,-54299,2025/03/02 18:34:28.000,70A3N,5.558468,9.642084,0.000822,0,12
QCHVR,LIVTK-DNS,38411,9754,-43082,2024/12/31 13:04:36.000,86B2F,7.105957,7.111297,0.0014,828.598511,12
QCHVR,LIVTK-DNS,40884,-4106,-41732,2024/12/31 13:04:36.000,85F36,8.607036,6.13514,0.000962,828.436218,14
QCHVR,LIVTK-DNS,214968,1541,14134,2024/12/31 13:04:36.000,162L44,4.691072,8.527474,0.000769,828.814758,10
QCHVR,LIVTK-DNS,331482,-39013,57301,2024/12/31 13:04:36.000,215I5N,4.827264,8.075138,0.000975,0,19
QCHVR,LIVTK-DNS,187436,-38243,5401,2024/12/31 13:04:36.000,139H6T,3.151452,10.510659,0.001058,828.598511,10
QCHVR,LIVTK-DNS,192796,-6159,7534,2024/12/31 13:04:36.000,161H0G,9.039496,6.779726,0.000336,828.922852,14
QCI3M,LIVTK-DNS,133486,64424,-11432,2025/04/12 17:48:31.000,129A50,5.387043,10.990357,0.000851,0,13
QCHX2,LIVTK-DNS,276507,-58519,32884,2025/01/22 09:23:11.000,175F71,9.833695,4.65614,0.000162,0,17
QCHVR,LIVTK-DNS,293885,-42863,40051,2024/12/31 13:04:36.000,196N3K,8.490204,5.421938,0.018579,0,16
QCHVR,LIVTK-DNS,268740,-39526,30568,2024/12/31 13:04:36.000,177J5U,9.750289,5.830513,0.000629,828.16571,15
QCHVR,LIVTK-DNS,48188,-36703,-38699,2024/12/31 13:04:36.000,82F4T,6.036962,7.657722,0.000191,827.299194,11
QCHYP,LIVTK-DNS,20054,39271,-51866,2025/03/02 18:34:28.000,70E4Y,52.974508,4.782327,0.279846,0,63
QCHYP,LIVTK-DNS,8189,-35163,-56849,2025/03/02 18:34:28.000,63D28,47.343372,5.371851,0.000169,0,52
QCHYP,LIVTK-DNS,145621,62114,-7382,2025/03/02 18:34:28.000,129D79,42.053103,1.608613,0.000181,0,47
QCHVR,LIVTK-DNS,255236,4877,26401,2024/12/31 13:04:36.000,181H3H,41.185765,5.533076,0.000102,828.922852,46
QCHZA,LIVTK-DNS,73982,11294,-29132,2025/03/02 03:00:55.000,106N2O,53.963498,7.375145,-0.000349,0,59
QCHYP,LIVTK-DNS,18623,-33879,-52316,2025/03/02 18:34:28.000,63B4P,48.69407,1.580804,0.050008,0,59
QCHYP,LIVTK-DNS,5188,-31056,-58232,2025/03/02 18:34:28.000,64M1I,55.163866,-19.20795,-0.490577,0,63
QCHX2,LIVTK-DNS,69129,63911,-30416,2025/01/22 09:23:11.000,110A1V,43.054727,1.502363,0.000364,0,50
QCHVR,LIVTK-DNS,101501,51847,-20849,2024/12/31 13:04:36.000,109C78,15.735585,4.70044,0.261346,827.299194,22
QCHYP,LIVTK-DNS,40647,-19249,-41816,2025/03/02 18:34:28.000,84K31,16.105013,5.178416,0.192197,825.684753,63
QCHYP,LIVTK-DNS,1368,41581,-59366,2025/03/02 18:34:28.000,70B0S,16.742653,4.767637,0.290658,826.766541,63
QCHZU,LIVTK-DNS,339922,31057,6751,2025/03/13 14:40:03.000,164B02,16.139246,5.377613,0.191387,825.670837,63
QCHVR,LIVTK-DNS,22630,32084,-50732,2024/12/31 13:04:36.000,69A5O,10.594301,5.182456,0.235815,831.457336,60
QCI3L,LIVTK-DNS,3389,1797,-59249,2025/04/14 11:22:06.000,67L0W,10.595329,5.471019,0.25009,830.649719,63
QCI1A,LIVTK-DNS,265909,37731,28984,2025/03/23 15:11:47.000,184G4V,10.710918,5.495171,0.240462,831.502563,63
QCHX2,LIVTK-DNS,299212,-43119,42934,2025/01/22 09:23:11.000,196N54,10.871054,4.676929,0.000831,0,18
QCHVR,LIVTK-DNS,307280,-42863,46501,2024/12/31 13:04:36.000,196N75,10.792932,5.850188,0.152886,831.242065,56
QCHZA,LIVTK-DNS,168008,-48509,-266,2025/03/02 03:00:55.000,138G3M,10.258599,5.396309,0.120084,826.928589,33
QCHZA,LIVTK-DNS,213389,24897,13051,2025/03/02 03:00:55.000,164J3K,18.355608,4.339856,0.240762,828.439331,63
QCI1A,LIVTK-DNS,340496,-33879,-60749,2025/03/23 15:11:47.000,63B01,18.735593,4.94835,0.180383,823.298035,63
QCHX2,LIVTK-DNS,207626,-40296,11368,2025/01/22 09:23:11.000,158K2O,7.058967,10.564349,0.000542,0,16
QCHVI,LIVTK-DNS,38240,-1283,-42899,2024/12/20 23:44:03.000,85B2H,6.104454,5.801835,0.00098,0,12
QCHVI,LIVTK-DNS,240964,-15399,22234,2024/12/20 23:44:03.000,179F14,5.409011,8.711481,0.001149,828.436218,12
QCHVR,LIVTK-DNS,274976,27207,32401,2024/12/31 13:04:36.000,183G6T,8.959851,6.228221,0.000993,828.16571,16
QCHVR,LIVTK-DNS,205823,53644,10918,2024/12/31 13:04:36.000,166A2F,4.451005,9.304453,0.000942,827.028076,11
QCHYP,LIVTK-DNS,5557,-31569,-58016,2025/03/02 18:34:28.000,64M1J,8.538193,0.805794,0.000024,826.388123,21
QCHVR,LIVTK-DNS,234948,13091,20134,2024/12/31 13:04:36.000,163K7G,8.571075,6.348788,0.001167,828.490356,19
QCHVR,LIVTK-DNS,218600,27207,15301,2024/12/31 13:04:36.000,164G4T,4.963006,8.46559,0.001726,828.436218,13
QCHVR,LIVTK-DNS,50656,-22586,-37532,2024/12/31 13:04:36.000,83B5I,8.330037,6.564678,0.000695,828.544434,15
QCHVR,LIVTK-DNS,263332,-1796,28768,2024/12/31 13:04:36.000,180C4U,5.018643,8.442354,0.000233,828.976929,12
QCHYP,LIVTK-DNS,36286,40041,-43766,2025/03/02 18:34:28.000,89D1Y,7.334358,7.601456,0.000836,0,13
QCHYP,LIVTK-DNS,33489,39014,-45782,2025/03/02 18:34:28.000,89F0X,8.103624,6.303218,0.000466,0,13
QCHVR,LIVTK-DNS,43248,-24126,-40532,2024/12/31 13:04:36.000,83D3U,9.792956,5.782219,0.000038,828.111572,16
QCHVR,LIVTK-DNS,240899,-19506,22018,2024/12/31 13:04:36.000,179L13,9.658747,6.05301,0.000422,828.219849,16
QCHVI,LIVTK-DNS,319994,2824,51868,2024/12/20 23:44:03.000,219K2O,9.472334,9.333081,0.00168,0,14
QCHVI,LIVTK-DNS,328056,1,55834,2024/12/20 23:44:03.000,219N4S,5.073431,8.582204,0.000462,828.544434,10
QCHX2,LIVTK-DNS,151636,-64679,-4766,2025/01/22 09:23:11.000,137N14,8.628052,6.158506,0.000293,828.544434,17
QCHYP,LIVTK-DNS,10543,-29773,-55949,2025/03/02 18:34:28.000,64K2Q,7.845389,24.017381,0.000101,0,20
QCHVR,LIVTK-DNS,191468,-38243,6601,2024/12/31 13:04:36.000,139H7H,7.644689,6.769916,-0.000393,827.949219,16
QCHYP,LIVTK-DNS,13622,-31313,-53999,2025/03/02 18:34:28.000,64M3T,7.460433,6.343099,0.00073,0,16
QCI3M,LIVTK-DNS,133489,64424,-10982,2025/04/12 17:48:31.000,129A59,6.272436,11.256862,0.000075,0,12
QCHVR,LIVTK-DNS,125435,63911,-13016,2024/12/31 13:04:36.000,129A41,5.412412,16.566735,0.000791,0,15
QCHYP,LIVTK-DNS,16028,-39783,-53399,2025/03/02 18:34:28.000,63J45,52.668927,4.526445,0.244923,0,63
QCHYP,LIVTK-DNS,15829,-27206,-53882,2025/03/02 18:34:28.000,64H3X,58.956165,4.7236,0.000329,0,63
QCHYP,LIVTK-DNS,30814,39784,-46832,2025/03/02 18:34:28.000,89E0C,50.840872,4.139258,0.182896,0,63
QCHXG,LIVTK-DNS,59055,-63909,-33116,2025/03/01 12:25:06.000,99M0D,15.186896,5.073641,0.316758,827.51593,63
QCHXG,LIVTK-DNS,338100,40554,59968,2025/03/01 12:25:06.000,222D76,15.47471,5.431991,0.32272,826.811157,63
QCI1U,LIVTK-DNS,274407,63654,32218,2025/03/24 17:41:58.000,186B6R,16.081233,4.574247,0.309075,827.414612,63
QCI1A,LIVTK-DNS,211540,-32596,12868,2025/03/23 15:11:47.000,158A3I,10.682702,5.470644,0.242424,832.145447,63
QCHVR,LIVTK-DNS,197720,51077,8701,2024/12/31 13:04:36.000,166D15,10.075227,6.074969,-0.000244,827.732605,20
QCHZA,LIVTK-DNS,191761,-57236,6118,2025/03/02 03:00:55.000,137E79,10.628054,5.412951,0.203328,831.180908,63
QCHVR,LIVTK-DNS,294054,-31826,40468,2024/12/31 13:04:36.000,197N3U,10.036366,8.507249,0.002079,0,15
QCHZA,LIVTK-DNS,168026,-46969,-266,2025/03/02 03:00:55.000,138E3M,10.869275,5.326838,0.183107,830.751709,63
QCI1A,LIVTK-DNS,262716,37731,28834,2025/03/23 15:11:47.000,184G4S,10.749949,5.446184,0.23158,831.502563,63
QCI3L,LIVTK-DNS,3381,1284,-59282,2025/04/14 11:22:06.000,67M0X,10.912968,5.471762,0.258338,829.786926,63
QCI1A,LIVTK-DNS,170831,-7699,484,2025/03/23 15:11:47.000,142J41,10.527078,5.489032,0.246611,832.787598,63
QCHYP,LIVTK-DNS,18962,-30799,-51866,2025/03/02 18:34:28.000,64L4Y,10.073963,5.907674,0.000684,0,15
QCHYF,LIVTK-DNS,71008,-56466,-30032,2025/02/13 22:08:18.000,99D26,10.516333,3.23824,0.000671,0,16
QCI3L,LIVTK-DNS,3409,3081,-59216,2025/04/14 11:22:06.000,67J0V,10.708651,5.511368,0.250791,830.326355,63
QCI1A,LIVTK-DNS,8099,-41066,-56582,2025/03/23 15:11:47.000,63L2F,18.531551,4.460729,0.206535,826.117737,63
QCI1U,LIVTK-DNS,340532,-1539,-60749,2025/03/24 17:41:58.000,66B01,18.450008,4.862332,0.195778,824.438354,63
QCHZA,LIVTK-DNS,213654,42607,13201,2025/03/02 03:00:55.000,165A3N,18.600223,4.04249,0.245333,827.576538,63
QCHVR,LIVTK-DNS,256425,-57749,26884,2024/12/31 13:04:36.000,175E3P,7.955162,6.445532,0.00074,827.51593,13
QCHVR,LIVTK-DNS,49299,21561,-38216,2024/12/31 13:04:36.000,88N51,9.377488,6.134241,0.000889,828.057434,16
QCHVI,LIVTK-DNS,333044,24897,58201,2024/12/20 23:44:03.000,221J65,9.450799,5.320051,0.000686,0,17
QCHYP,LIVTK-DNS,22806,42607,-50099,2025/03/02 18:34:28.000,70A5Z,7.551588,7.67115,0.000452,0,16
QCHYP,LIVTK-DNS,5354,-41836,-58532,2025/03/02 18:34:28.000,63M1C,7.943388,7.369879,0.000809,0,15
QCHVR,LIVTK-DNS,30021,-11036,-46982,2024/12/31 13:04:36.000,84A09,5.859718,5.814137,0.000724,0,11
QCHVR,LIVTK-DNS,236568,-38756,20968,2024/12/31 13:04:36.000,177I0I,5.143029,8.377072,0.001042,828.436218,12
QCHYP,LIVTK-DNS,18677,-37473,-52649,2025/03/02 18:34:28.000,63G4K,7.689872,9.026301,0.000314,0,17
QCHVI,LIVTK-DNS,336702,-37473,59101,2024/12/20 23:44:03.000,215G6N,6.171022,7.077426,0.000858,0,14
QCHVR,LIVTK-DNS,187880,-62883,6001,2024/12/31 13:04:36.000,137L75,6.31074,7.689969,0.000531,827.570129,15
QCHVR,LIVTK-DNS,235808,-42093,20101,2024/12/31 13:04:36.000,158M7H,5.69808,7.711519,0.000844,828.328064,11
QCHVR,LIVTK-DNS,15696,-18479,-53366,2024/12/31 13:04:36.000,65J44,7.707241,6.565766,0.00012,828.003296,14
QCHZU,LIVTK-DNS,334376,-25923,58801,2025/03/13 14:40:03.000,216F6H,5.013587,8.833907,0.000233,0,13
QCHVR,LIVTK-DNS,225888,52104,17068,2024/12/31 13:04:36.000,166C5U,4.742691,8.607594,-0.000042,827.624268,13
QCHVR,LIVTK-DNS,250164,57494,24568,2024/12/31 13:04:36.000,186J2I,5.809651,7.709763,0.000293,827.244934,13
QCHYP,LIVTK-DNS,7838,-28746,-57332,2025/03/02 18:34:28.000,64J20,48.983276,2.722207,0.000033,0,57
QCI1U,LIVTK-DNS,336818,-41579,59734,2025/03/24 17:41:58.000,215L6Y,45.388431,3.656996,-0.001242,0,51
QCI1U,LIVTK-DNS,266344,63654,29968,2025/03/24 17:41:58.000,186B5I,42.809394,4.559272,0.292905,0,63
QCHZA,LIVTK-DNS,175966,-51076,2068,2025/03/02 03:00:55.000,138K50,40.672868,13.833146,0.000057,0,48
QCHYP,LIVTK-DNS,30809,39527,-46949,2025/03/02 18:34:28.000,89E08,44.12741,0.869037,0.000029,0,49
QCHYP,LIVTK-DNS,69102,63397,-30899,2025/03/02 18:34:28.000,110B1N,50.215431,8.855338,0.33714,0,63
QCHVR,LIVTK-DNS,339671,41837,33901,2024/12/31 13:04:36.000,203B05,16.61854,5.104138,0.19289,824.201416,60
QCHX2,LIVTK-DNS,3893,34137,-59249,2025/01/22 09:23:11.000,70L0W,16.117375,5.08214,0.199626,826.973877,63
