MACH,WAFER_ID,Vf,TOUCHDOWN,PD,X_UM,Y_UM,TE_LABEL,TYPE,LDI_mA,dV/dI,dP/dI,d2V/dI2,d2P/dI2,FLAG,ITH
LIV_54,QCHZZ,5.008212,12,0.022642,-42606,-60032,63N0I,BL LASER,53,-0.001058999999999699,0.0,0.0,-0.0032859999999999973,,
LIV_54,QCHZZ,5.007153,12,0.024285,-42606,-60032,63N0I,BL LASER,54,-0.0010590000000005872,0.001643000000000002,-8.881784197001252e-16,0.001643000000000002,,
LIV_54,QCHZZ,5.006094,12,0.024285,-42606,-60032,63N0I,BL LASER,55,-0.001058999999999699,0.0,8.881784197001252e-16,-0.001643000000000002,,
LIV_54,QCHZZ,5.005035,12,0.025928,-42606,-60032,63N0I,BL LASER,56,-0.001058999999999699,0.0016429999999999986,0.0,0.0016429999999999986,,
LIV_54,QCHZZ,5.003976,12,0.024285,-42606,-60032,63N0I,BL LASER,57,-0.0010590000000005872,-0.0016429999999999986,-8.881784197001252e-16,-0.0032859999999999973,,
LIV_54,QCHZZ,5.002917,12,0.027571,-42606,-60032,63N0I,BL LASER,58,-0.001058999999999699,0.0032859999999999973,8.881784197001252e-16,0.004928999999999996,,
LIV_54,QCHZZ,5.001858,12,0.025928,-42606,-60032,63N0I,BL LASER,59,-0.001058999999999699,-0.0016429999999999986,0.0,-0.004928999999999996,,
LIV_54,QCHZZ,5.000799,12,0.024285,-42606,-60032,63N0I,BL LASER,60,-0.0010590000000005872,-0.0016429999999999986,-8.881784197001252e-16,0.0,,
LIV_54,QCHZZ,4.99974,12,0.025928,-42606,-60032,63N0I,BL LASER,61,-0.001058999999999699,0.0016429999999999986,8.881784197001252e-16,0.0032859999999999973,,
LIV_54,QCHZZ,4.998681,12,0.025928,-42606,-60032,63N0I,BL LASER,62,-0.001058999999999699,0.0,0.0,-0.0016429999999999986,,
LIV_54,QCHZZ,4.997622,12,0.024285,-42606,-60032,63N0I,BL LASER,63,-0.0010590000000005872,-0.0016429999999999986,-8.881784197001252e-16,-0.0016429999999999986,,
LIV_54,QCHZZ,1.755683,13,0.025928,-42349,-60416,63M07,BL LASER,1,0.05228933870967741,-2.6499999999999977e-05,-0.0008604570759625483,-2.6072580645161266e-05,NO LASER,
LIV_54,QCHZZ,1.990042,13,0.022642,-42349,-60416,63M07,BL LASER,2,0.23435899999999998,-0.0032860000000000007,0.18206966129032257,-0.0032595000000000007,NO LASER,
LIV_54,QCHZZ,4.035016,13,0.020999,-42349,-60416,63M07,BL LASER,3,2.044974,-0.0016429999999999986,1.8106149999999999,0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.054436,13,0.019356,-42349,-60416,63M07,BL LASER,4,1.0194200000000002,-0.0016429999999999986,-1.0255539999999996,0.0,NO LASER,
LIV_54,QCHZZ,5.057843,13,0.017713,-42349,-60416,63M07,BL LASER,5,0.00340700000000016,-0.001643000000000002,-1.016013,-3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.056846,13,0.017713,-42349,-60416,63M07,BL LASER,6,-0.0009969999999999146,0.0,-0.0044040000000000745,0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.055849,13,0.014427,-42349,-60416,63M07,BL LASER,7,-0.0009969999999999146,-0.003285999999999999,0.0,-0.003285999999999999,NO LASER,
LIV_54,QCHZZ,5.054852,13,0.017713,-42349,-60416,63M07,BL LASER,8,-0.0009969999999999146,0.003285999999999999,0.0,0.006571999999999998,NO LASER,
LIV_54,QCHZZ,5.053855,13,0.014427,-42349,-60416,63M07,BL LASER,9,-0.0009969999999999146,-0.003285999999999999,0.0,-0.006571999999999998,NO LASER,
LIV_54,QCHZZ,5.052858,13,0.01607,-42349,-60416,63M07,BL LASER,10,-0.0009970000000008028,0.0016430000000000004,-8.881784197001252e-16,0.004928999999999999,NO LASER,
LIV_54,QCHZZ,5.051861,13,0.019356,-42349,-60416,63M07,BL LASER,11,-0.0009969999999999146,0.0032860000000000007,8.881784197001252e-16,0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,5.050864,13,0.020999,-42349,-60416,63M07,BL LASER,12,-0.0009969999999999146,0.0016429999999999986,0.0,-0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.049867,13,0.019356,-42349,-60416,63M07,BL LASER,13,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,5.04887,13,0.020999,-42349,-60416,63M07,BL LASER,14,-0.0009969999999999146,0.0016429999999999986,0.0,0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,5.047873,13,0.020999,-42349,-60416,63M07,BL LASER,15,-0.0009969999999999146,0.0,0.0,-0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.046876,13,0.019356,-42349,-60416,63M07,BL LASER,16,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.045879,13,0.020999,-42349,-60416,63M07,BL LASER,17,-0.0009969999999999146,0.0016429999999999986,0.0,0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,5.044882,13,0.019356,-42349,-60416,63M07,BL LASER,18,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,5.043885,13,0.017713,-42349,-60416,63M07,BL LASER,19,-0.0009969999999999146,-0.001643000000000002,0.0,-3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.042888,13,0.019356,-42349,-60416,63M07,BL LASER,20,-0.0009970000000008028,0.001643000000000002,-8.881784197001252e-16,0.003286000000000004,NO LASER,
LIV_54,QCHZZ,5.041891,13,0.017713,-42349,-60416,63M07,BL LASER,21,-0.0009969999999999146,-0.001643000000000002,8.881784197001252e-16,-0.003286000000000004,NO LASER,
LIV_54,QCHZZ,5.040894,13,0.01607,-42349,-60416,63M07,BL LASER,22,-0.0009969999999999146,-0.0016429999999999986,0.0,3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.039897,13,0.01607,-42349,-60416,63M07,BL LASER,23,-0.0009969999999999146,0.0,0.0,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.0389,13,0.014427,-42349,-60416,63M07,BL LASER,24,-0.0009969999999999146,-0.0016430000000000004,0.0,-0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,5.037903,13,0.01114,-42349,-60416,63M07,BL LASER,25,-0.0009969999999999146,-0.003287,0.0,-0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.036906,13,0.006211,-42349,-60416,63M07,BL LASER,26,-0.0009969999999999146,-0.004929,0.0,-0.0016420000000000002,NO LASER,
LIV_54,QCHZZ,5.035909,13,0.006211,-42349,-60416,63M07,BL LASER,27,-0.0009969999999999146,0.0,0.0,0.004929,NO LASER,
LIV_54,QCHZZ,5.034912,13,0.007854,-42349,-60416,63M07,BL LASER,28,-0.0009969999999999146,0.0016429999999999995,0.0,0.0016429999999999995,NO LASER,
LIV_54,QCHZZ,5.033915,13,0.009497,-42349,-60416,63M07,BL LASER,29,-0.0009969999999999146,0.0016430000000000004,0.0,8.673617379884035e-19,NO LASER,
LIV_54,QCHZZ,5.032918,13,0.01114,-42349,-60416,63M07,BL LASER,30,-0.0009970000000008028,0.0016430000000000004,-8.881784197001252e-16,0.0,NO LASER,
LIV_54,QCHZZ,5.031921,13,0.014427,-42349,-60416,63M07,BL LASER,31,-0.0009969999999999146,0.003287,8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.030924,13,0.012784,-42349,-60416,63M07,BL LASER,32,-0.0009969999999999146,-0.0016430000000000004,0.0,-0.00493,NO LASER,
LIV_54,QCHZZ,5.029927,13,0.012784,-42349,-60416,63M07,BL LASER,33,-0.0009969999999999146,0.0,0.0,0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,5.02893,13,0.01114,-42349,-60416,63M07,BL LASER,34,-0.0009969999999999146,-0.0016439999999999996,0.0,-0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.027933,13,0.01114,-42349,-60416,63M07,BL LASER,35,-0.0009969999999999146,0.0,0.0,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.026936,13,0.009497,-42349,-60416,63M07,BL LASER,36,-0.0009969999999999146,-0.0016430000000000004,0.0,-0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,5.025939,13,0.007854,-42349,-60416,63M07,BL LASER,37,-0.0009969999999999146,-0.0016430000000000004,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.024942,13,0.007854,-42349,-60416,63M07,BL LASER,38,-0.0009969999999999146,0.0,0.0,0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,5.023945,13,0.01114,-42349,-60416,63M07,BL LASER,39,-0.0009969999999999146,0.0032860000000000007,0.0,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.022948,13,0.01114,-42349,-60416,63M07,BL LASER,40,-0.0009969999999999146,0.0,0.0,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.021951,13,0.012784,-42349,-60416,63M07,BL LASER,41,-0.0009970000000008028,0.0016439999999999996,-8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.020954,13,0.017713,-42349,-60416,63M07,BL LASER,42,-0.0009969999999999146,0.004928999999999999,8.881784197001252e-16,0.0032849999999999997,NO LASER,
LIV_54,QCHZZ,5.019957,13,0.01607,-42349,-60416,63M07,BL LASER,43,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.006571999999999998,NO LASER,
LIV_54,QCHZZ,5.01896,13,0.01607,-42349,-60416,63M07,BL LASER,44,-0.0009969999999999146,0.0,0.0,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.017963,13,0.01607,-42349,-60416,63M07,BL LASER,45,-0.0009969999999999146,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.016966,13,0.01607,-42349,-60416,63M07,BL LASER,46,-0.0009969999999999146,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.015969,13,0.012784,-42349,-60416,63M07,BL LASER,47,-0.0009969999999999146,-0.0032860000000000007,0.0,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.014972,13,0.014427,-42349,-60416,63M07,BL LASER,48,-0.0009969999999999146,0.0016430000000000004,0.0,0.004929000000000001,NO LASER,
LIV_54,QCHZZ,5.013975,13,0.01607,-42349,-60416,63M07,BL LASER,49,-0.0009969999999999146,0.0016430000000000004,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.012978,13,0.014427,-42349,-60416,63M07,BL LASER,50,-0.0009969999999999146,-0.0016430000000000004,0.0,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.011981,13,0.01607,-42349,-60416,63M07,BL LASER,51,-0.0009970000000008028,0.0016430000000000004,-8.881784197001252e-16,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.010984,13,0.017713,-42349,-60416,63M07,BL LASER,52,-0.0009969999999999146,0.0016429999999999986,8.881784197001252e-16,-1.734723475976807e-18,NO LASER,
LIV_54,QCHZZ,5.009987,13,0.017713,-42349,-60416,63M07,BL LASER,53,-0.0009969999999999146,0.0,0.0,-0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.00899,13,0.017713,-42349,-60416,63M07,BL LASER,54,-0.0009969999999999146,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.007993,13,0.017713,-42349,-60416,63M07,BL LASER,55,-0.0009969999999999146,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.006996,13,0.019356,-42349,-60416,63M07,BL LASER,56,-0.0009969999999999146,0.001643000000000002,0.0,0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.005999,13,0.017713,-42349,-60416,63M07,BL LASER,57,-0.0009969999999999146,-0.001643000000000002,0.0,-0.003286000000000004,NO LASER,
LIV_54,QCHZZ,5.005002,13,0.017713,-42349,-60416,63M07,BL LASER,58,-0.0009969999999999146,0.0,0.0,0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.004005,13,0.020999,-42349,-60416,63M07,BL LASER,59,-0.0009969999999999146,0.0032860000000000007,0.0,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.003008,13,0.020999,-42349,-60416,63M07,BL LASER,60,-0.0009969999999999146,0.0,0.0,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.002011,13,0.019356,-42349,-60416,63M07,BL LASER,61,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.001014,13,0.019356,-42349,-60416,63M07,BL LASER,62,-0.0009970000000008028,0.0,-8.881784197001252e-16,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.000017,13,0.019356,-42349,-60416,63M07,BL LASER,63,-0.0009969999999999146,0.0,8.881784197001252e-16,0.0,NO LASER,
LIV_54,QCHZZ,1.391018,14,0.022642,-42349,-60266,63M0A,BL LASER,1,0.05820966129032258,-5.299999999999995e-05,-0.0009549461498439112,8.548387096774186e-07,NO LASER,
LIV_54,QCHZZ,1.483791,14,0.019356,-42349,-60266,63M0A,BL LASER,2,0.092773,-0.0032859999999999973,0.03456333870967741,-0.003232999999999997,NO LASER,
LIV_54,QCHZZ,1.556669,14,0.019356,-42349,-60266,63M0A,BL LASER,3,0.072878,0.0,-0.019894999999999996,0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,1.616913,14,0.019356,-42349,-60266,63M0A,BL LASER,4,0.060243999999999964,0.0,-0.012634000000000034,0.0,NO LASER,
LIV_54,QCHZZ,1.671749,14,0.01607,-42349,-60266,63M0A,BL LASER,5,0.054835999999999885,-0.0032860000000000007,-0.005408000000000079,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,1.724499,14,0.014427,-42349,-60266,63M0A,BL LASER,6,0.052750000000000075,-0.0016430000000000004,-0.0020859999999998102,0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,1.776437,14,0.012784,-42349,-60266,63M0A,BL LASER,7,0.05193800000000004,-0.0016430000000000004,-0.0008120000000000349,0.0,NO LASER,
LIV_54,QCHZZ,1.828453,14,0.01114,-42349,-60266,63M0A,BL LASER,8,0.05201600000000006,-0.0016439999999999996,7.80000000000225e-05,-9.999999999992654e-07,NO LASER,
LIV_54,QCHZZ,1.881241,14,0.009497,-42349,-60266,63M0A,BL LASER,9,0.052787999999999835,-0.0016430000000000004,0.0007719999999997729,9.999999999992654e-07,NO LASER,
LIV_54,QCHZZ,1.933875,14,0.009497,-42349,-60266,63M0A,BL LASER,10,0.05263400000000007,0.0,-0.00015399999999976544,0.0016430000000000004,NO LASER,
LIV_54,QCHZZ,1.985388,14,0.009497,-42349,-60266,63M0A,BL LASER,11,0.05151299999999992,0.0,-0.0011210000000001497,0.0,NO LASER,
LIV_54,QCHZZ,2.035433,14,0.009497,-42349,-60266,63M0A,BL LASER,12,0.050044999999999895,0.0,-0.0014680000000000248,0.0,NO LASER,
LIV_54,QCHZZ,2.08629,14,0.006211,-42349,-60266,63M0A,BL LASER,13,0.05085700000000015,-0.003286,0.000812000000000257,-0.003286,NO LASER,
LIV_54,QCHZZ,2.140546,14,0.002004,-42349,-60266,63M0A,BL LASER,14,0.05425600000000008,-0.004207000000000001,0.00339899999999993,-0.0009210000000000008,NO LASER,
LIV_54,QCHZZ,2.21041,14,0.02665,-42349,-60266,63M0A,BL LASER,15,0.06986399999999993,0.024646,0.015607999999999844,0.028853000000000004,NO LASER,
LIV_54,QCHZZ,3.852054,14,0.020078,-42349,-60266,63M0A,BL LASER,16,1.6416439999999999,-0.0065720000000000015,1.57178,-0.031218000000000003,NO LASER,
LIV_54,QCHZZ,5.02902,14,0.020999,-42349,-60266,63M0A,BL LASER,17,1.1769660000000002,0.0009210000000000017,-0.4646779999999997,0.007493000000000003,NO LASER,
LIV_54,QCHZZ,5.044567,14,0.020999,-42349,-60266,63M0A,BL LASER,18,0.015546999999999755,0.0,-1.1614190000000004,-0.0009210000000000017,NO LASER,
LIV_54,QCHZZ,5.043501,14,0.019356,-42349,-60266,63M0A,BL LASER,19,-0.0010659999999997893,-0.0016429999999999986,-0.016612999999999545,-0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.042435,14,0.019356,-42349,-60266,63M0A,BL LASER,20,-0.0010659999999997893,0.0,0.0,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.041369,14,0.019356,-42349,-60266,63M0A,BL LASER,21,-0.0010659999999997893,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.040303,14,0.017713,-42349,-60266,63M0A,BL LASER,22,-0.0010660000000006775,-0.001643000000000002,-8.881784197001252e-16,-0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.039237,14,0.01607,-42349,-60266,63M0A,BL LASER,23,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.038171,14,0.014427,-42349,-60266,63M0A,BL LASER,24,-0.0010659999999997893,-0.0016430000000000004,0.0,-1.734723475976807e-18,NO LASER,
LIV_54,QCHZZ,5.037105,14,0.01114,-42349,-60266,63M0A,BL LASER,25,-0.0010659999999997893,-0.003287,0.0,-0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.036039,14,0.009497,-42349,-60266,63M0A,BL LASER,26,-0.0010660000000006775,-0.0016430000000000004,-8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.034973,14,0.01114,-42349,-60266,63M0A,BL LASER,27,-0.0010659999999997893,0.0016430000000000004,8.881784197001252e-16,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.033907,14,0.009497,-42349,-60266,63M0A,BL LASER,28,-0.0010659999999997893,-0.0016430000000000004,0.0,-0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.032841,14,0.012784,-42349,-60266,63M0A,BL LASER,29,-0.0010659999999997893,0.003287,0.0,0.00493,NO LASER,
LIV_54,QCHZZ,5.031775,14,0.01114,-42349,-60266,63M0A,BL LASER,30,-0.0010660000000006775,-0.0016439999999999996,-8.881784197001252e-16,-0.004931,NO LASER,
LIV_54,QCHZZ,5.030709,14,0.012784,-42349,-60266,63M0A,BL LASER,31,-0.0010659999999997893,0.0016439999999999996,8.881784197001252e-16,0.0032879999999999993,NO LASER,
LIV_54,QCHZZ,5.029643,14,0.01114,-42349,-60266,63M0A,BL LASER,32,-0.0010659999999997893,-0.0016439999999999996,0.0,-0.0032879999999999993,NO LASER,
LIV_54,QCHZZ,5.028577,14,0.01114,-42349,-60266,63M0A,BL LASER,33,-0.0010659999999997893,0.0,0.0,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.027511,14,0.012784,-42349,-60266,63M0A,BL LASER,34,-0.0010660000000006775,0.0016439999999999996,-8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.026445,14,0.012784,-42349,-60266,63M0A,BL LASER,35,-0.0010659999999997893,0.0,8.881784197001252e-16,-0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.025379,14,0.012784,-42349,-60266,63M0A,BL LASER,36,-0.0010659999999997893,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.024313,14,0.01114,-42349,-60266,63M0A,BL LASER,37,-0.0010659999999997893,-0.0016439999999999996,0.0,-0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.023247,14,0.01114,-42349,-60266,63M0A,BL LASER,38,-0.0010660000000006775,0.0,-8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.022181,14,0.012784,-42349,-60266,63M0A,BL LASER,39,-0.0010659999999997893,0.0016439999999999996,8.881784197001252e-16,0.0016439999999999996,NO LASER,
LIV_54,QCHZZ,5.021115,14,0.01607,-42349,-60266,63M0A,BL LASER,40,-0.0010659999999997893,0.0032860000000000007,0.0,0.001642000000000001,NO LASER,
LIV_54,QCHZZ,5.020049,14,0.014427,-42349,-60266,63M0A,BL LASER,41,-0.0010659999999997893,-0.0016430000000000004,0.0,-0.004929000000000001,NO LASER,
LIV_54,QCHZZ,5.018983,14,0.01607,-42349,-60266,63M0A,BL LASER,42,-0.0010659999999997893,0.0016430000000000004,0.0,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.017917,14,0.017713,-42349,-60266,63M0A,BL LASER,43,-0.0010660000000006775,0.0016429999999999986,-8.881784197001252e-16,-1.734723475976807e-18,NO LASER,
LIV_54,QCHZZ,5.016851,14,0.019356,-42349,-60266,63M0A,BL LASER,44,-0.0010659999999997893,0.001643000000000002,8.881784197001252e-16,3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.015785,14,0.01607,-42349,-60266,63M0A,BL LASER,45,-0.0010659999999997893,-0.0032860000000000007,0.0,-0.004929000000000003,NO LASER,
LIV_54,QCHZZ,5.014719,14,0.01607,-42349,-60266,63M0A,BL LASER,46,-0.0010659999999997893,0.0,0.0,0.0032860000000000007,NO LASER,
LIV_54,QCHZZ,5.013653,14,0.017713,-42349,-60266,63M0A,BL LASER,47,-0.0010660000000006775,0.0016429999999999986,-8.881784197001252e-16,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.012587,14,0.020999,-42349,-60266,63M0A,BL LASER,48,-0.0010659999999997893,0.0032860000000000007,8.881784197001252e-16,0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.011521,14,0.01607,-42349,-60266,63M0A,BL LASER,49,-0.0010659999999997893,-0.004928999999999999,0.0,-0.008215,NO LASER,
LIV_54,QCHZZ,5.010455,14,0.017713,-42349,-60266,63M0A,BL LASER,50,-0.0010659999999997893,0.0016429999999999986,0.0,0.006571999999999998,NO LASER,
LIV_54,QCHZZ,5.009389,14,0.019356,-42349,-60266,63M0A,BL LASER,51,-0.0010660000000006775,0.001643000000000002,-8.881784197001252e-16,3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,5.008323,14,0.019356,-42349,-60266,63M0A,BL LASER,52,-0.0010659999999997893,0.0,8.881784197001252e-16,-0.001643000000000002,NO LASER,
LIV_54,QCHZZ,5.007257,14,0.019356,-42349,-60266,63M0A,BL LASER,53,-0.0010659999999997893,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.006191,14,0.019356,-42349,-60266,63M0A,BL LASER,54,-0.0010659999999997893,0.0,0.0,0.0,NO LASER,
LIV_54,QCHZZ,5.005125,14,0.020999,-42349,-60266,63M0A,BL LASER,55,-0.0010660000000006775,0.0016429999999999986,-8.881784197001252e-16,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.004059,14,0.019356,-42349,-60266,63M0A,BL LASER,56,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,-0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,5.002993,14,0.019356,-42349,-60266,63M0A,BL LASER,57,-0.0010659999999997893,0.0,0.0,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.001927,14,0.020999,-42349,-60266,63M0A,BL LASER,58,-0.0010659999999997893,0.0016429999999999986,0.0,0.0016429999999999986,NO LASER,
LIV_54,QCHZZ,5.000861,14,0.022642,-42349,-60266,63M0A,BL LASER,59,-0.0010660000000006775,0.0016429999999999986,-8.881784197001252e-16,0.0,NO LASER,
LIV_54,QCHZZ,4.999795,14,0.024285,-42349,-60266,63M0A,BL LASER,60,-0.0010659999999997893,0.001643000000000002,8.881784197001252e-16,3.469446951953614e-18,NO LASER,
LIV_54,QCHZZ,4.998729,14,0.020999,-42349,-60266,63M0A,BL LASER,61,-0.0010659999999997893,-0.0032860000000000007,0.0,-0.004929000000000003,NO LASER,
LIV_54,QCHZZ,4.997663,14,0.022642,-42349,-60266,63M0A,BL LASER,62,-0.0010659999999997893,0.0016429999999999986,0.0,0.004928999999999999,NO LASER,
LIV_54,QCHZZ,4.996597,14,0.020999,-42349,-60266,63M0A,BL LASER,63,-0.0010659999999997893,-0.0016429999999999986,0.0,-0.0032859999999999973,NO LASER,
LIV_54,QCHZZ,1.365899,15,0.024285,-42349,-60116,63M0D,BL LASER,1,0.058559645161290336,-5.3000000000000014e-05,-0.0009617039542143569,-2.5645161290322558e-05,,
LIV_54,QCHZZ,1.436356,15,0.020999,-42349,-60116,63M0D,BL LASER,2,0.07045699999999999,-0.0032860000000000007,0.011897354838709656,-0.0032330000000000006,,
LIV_54,QCHZZ,1.485311,15,0.019356,-42349,-60116,63M0D,BL LASER,3,0.04895500000000008,-0.0016429999999999986,-0.02150199999999991,0.001643000000000002,,
LIV_54,QCHZZ,1.519559,15,0.01607,-42349,-60116,63M0D,BL LASER,4,0.034248000000000056,-0.0032860000000000007,-0.014707000000000026,-0.001643000000000002,,
LIV_54,QCHZZ,1.547708,15,0.017713,-42349,-60116,63M0D,BL LASER,5,0.02814899999999998,0.0016429999999999986,-0.006099000000000077,0.004928999999999999,,
LIV_54,QCHZZ,1.572536,15,0.012784,-42349,-60116,63M0D,BL LASER,6,0.02482799999999985,-0.004928999999999999,-0.0033210000000001294,-0.006571999999999998,,
LIV_54,QCHZZ,1.595512,15,0.01114,-42349,-60116,63M0D,BL LASER,7,0.022976000000000107,-0.0016439999999999996,-0.0018519999999997427,0.0032849999999999997,,
LIV_54,QCHZZ,1.616983,15,0.01114,-42349,-60116,63M0D,BL LASER,8,0.021471000000000018,0.0,-0.0015050000000000896,0.0016439999999999996,,
LIV_54,QCHZZ,1.637565,15,0.009497,-42349,-60116,63M0D,BL LASER,9,0.020581999999999878,-0.0016430000000000004,-0.0008890000000001397,-0.0016430000000000004,,
LIV_54,QCHZZ,1.65753,15,0.009497,-42349,-60116,63M0D,BL LASER,10,0.01996500000000001,0.0,-0.0006169999999998677,0.0016430000000000004,,
LIV_54,QCHZZ,1.676762,15,0.009497,-42349,-60116,63M0D,BL LASER,11,0.019232000000000138,0.0,-0.0007329999999998726,0.0,,
LIV_54,QCHZZ,1.695568,15,0.01114,-42349,-60116,63M0D,BL LASER,12,0.01880599999999988,0.0016430000000000004,-0.0004260000000002595,0.0016430000000000004,,
LIV_54,QCHZZ,1.713912,15,0.006211,-42349,-60116,63M0D,BL LASER,13,0.018344000000000138,-0.004929,-0.0004619999999997404,-0.006572000000000001,,
LIV_54,QCHZZ,1.731831,15,0.003647,-42349,-60116,63M0D,BL LASER,14,0.017918999999999796,-0.0025640000000000003,-0.00042500000000034177,0.002365,,
LIV_54,QCHZZ,1.747588,15,0.09073,-42349,-60116,63M0D,BL LASER,15,0.01575700000000002,0.08708300000000001,-0.002161999999999775,0.089647,,
LIV_54,QCHZZ,1.760798,15,0.312546,-42349,-60116,63M0D,BL LASER,16,0.013210000000000166,0.22181599999999999,-0.002546999999999855,0.134733,,
LIV_54,QCHZZ,1.774586,15,0.519574,-42349,-60116,63M0D,BL LASER,17,0.013787999999999911,0.207028,0.0005779999999997454,-0.014787999999999996,,
LIV_54,QCHZZ,1.788606,15,0.718386,-42349,-60116,63M0D,BL LASER,18,0.014019999999999921,0.198812,0.00023200000000000998,-0.008216000000000001,,
LIV_54,QCHZZ,1.802897,15,0.917198,-42349,-60116,63M0D,BL LASER,19,0.014291000000000054,0.198812,0.00027100000000013225,0.0,,
LIV_54,QCHZZ,1.817342,15,1.111082,-42349,-60116,63M0D,BL LASER,20,0.014445000000000041,0.19388399999999995,0.00015399999999998748,-0.0049280000000000435,,
LIV_54,QCHZZ,1.831864,15,1.303322,-42349,-60116,63M0D,BL LASER,21,0.014521999999999924,0.1922400000000002,7.699999999988272e-05,-0.0016439999999997568,,
LIV_54,QCHZZ,1.846579,15,1.495562,-42349,-60116,63M0D,BL LASER,22,0.014715000000000034,0.19223999999999997,0.00019300000000010975,-2.220446049250313e-16,,
